,Unnamed: 0,h_a,xG,xGA,npxG,npxGA,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,teamId,ppda_cal,allowed_ppda,matchtime,tot_points,round,tot_goal,tot_con,Referee.x,HS.x,HST.x,HF.x,HC.x,HY.x,HR.x,AS.x,AST.x,AF.x,AC.x,AY.x,AR.x,B365H.x,B365D.x,B365A.x,HtrgPerc,AtrgPerc,matchDay,key,class,expire_time_gmt,obs_id,obs_name,valid_time_gmt,day_ind,temp,wx_icon,icon_extd,wx_phrase,pressure_tend,pressure_desc,dewPt,heat_index,rh,pressure,vis,wc,wdir,wdir_cardinal,gust,wspd,max_temp,min_temp,precip_total,precip_hrly,snow_hrly,uv_desc,feels_like,uv_index,qualifier,qualifier_svrty,blunt_phrase,terse_phrase,clds,water_temp,primary_wave_period,primary_wave_height,primary_swell_period,primary_swell_height,primary_swell_direction,secondary_swell_period,secondary_swell_height,secondary_swell_direction
86,359,a,1.09007,1.02645,1.09007,1.02645,2,7,1,2,1.4180000000000001,l,2019-12-26 12:30:00,0,0,1,0,0.06362000000000001,Brighton,9.69230769230769,10.125,12,20,19,22,28,G Scott,11,5,10,9,4,0,11,5,9,2,2,0,1.53,4.33,6.0,0.45454545454545503,0.45454545454545503,Thu,Brighton,observation,1577370000,EGKK,London/Gatwick,2019-12-26 12:30:00,D,50.0,12,1200,Rain,,,48.0,50.0,94.0,29.67,3.0,50.0,190.0,S,29.0,16.0,,,,,,Low,50.0,0,,,,,BKN,,,,,,,,,
87,361,a,1.42464,1.55463,1.42464,1.55463,13,9,1,1,1.2272,d,2019-12-26 15:00:00,0,1,0,1,-0.12999000000000002,Arsenal,7.653846153846151,23.8,15,24,19,25,28,S Attwell,12,4,5,8,4,0,17,2,13,3,4,0,3.5,3.9,1.95,0.33333333333333304,0.11764705882352902,Thu,Arsenal,observation,1577379000,EGLC,Newham,2019-12-26 15:00:00,D,52.0,26,2600,Cloudy,,,46.0,52.0,82.0,29.84,6.0,52.0,250.0,WSW,,17.0,,,,,,Low,52.0,0,,,,,OVC,,,,,,,,,
88,362,h,0.6541939999999999,1.45005,0.6541939999999999,1.45005,4,3,1,0,0.7351,w,2019-12-26 15:00:00,1,0,0,3,-0.795856,Aston Villa,11.521739130434801,9.222222222222221,15,18,19,25,33,C Kavanagh,11,2,15,5,2,0,16,6,12,8,3,0,2.1,3.75,3.3,0.18181818181818202,0.375,Thu,Aston Villa,observation,1577379000,EGBB,Birmingham,2019-12-26 15:00:00,D,43.0,20,2002,Mist,,,41.0,43.0,93.0,29.54,2.0,39.0,330.0,NNW,,6.0,,,,,,Low,39.0,0,,,,,BKN,,,,,,,,,
89,363,h,1.55463,1.42464,1.55463,1.42464,9,13,1,1,1.4987,d,2019-12-26 15:00:00,0,1,0,1,0.12999000000000002,Bournemouth,23.8,7.653846153846151,15,20,19,20,26,S Attwell,12,4,5,8,4,0,17,2,13,3,4,0,3.5,3.9,1.95,0.33333333333333304,0.11764705882352902,Thu,Bournemouth,observation,1577379000,EGHH,Bournemouth,2019-12-26 15:00:00,D,52.0,28,2800,Mostly Cloudy,,,46.0,52.0,82.0,29.93,6.0,52.0,250.0,WSW,,10.0,,,,,,Low,52.0,0,,,,,BKN,,,,,,,,,
90,364,a,0.5652520000000001,1.4752100000000001,0.5652520000000001,1.4752100000000001,1,2,0,1,0.5894,l,2019-12-26 15:00:00,0,0,1,0,-0.909958,Burnley,13.083333333333302,5.5263157894736805,15,24,19,23,30,A Taylor,21,5,15,10,0,0,6,0,14,2,0,0,1.7,3.75,5.0,0.23809523809523803,0.0,Thu,Burnley,observation,1577379000,EGNM,Leeds,2019-12-26 15:00:00,D,41.0,28,2800,Mostly Cloudy,,,37.0,41.0,87.0,29.19,6.0,35.0,80.0,E,,9.0,,,,,,Low,35.0,0,,,,,BKN,,,,,,,,,
91,379,a,0.500726,1.0587600000000001,0.500726,1.0587600000000001,5,11,0,2,0.8032,l,2019-12-28 12:30:00,0,0,1,0,-0.558034,Bournemouth,17.125,9.375,12,20,20,20,28,P Tierney,16,6,8,9,0,0,10,2,11,2,2,0,1.75,3.9,4.33,0.375,0.2,Sat,Bournemouth,observation,1577542800,EGHH,Bournemouth,2019-12-28 12:30:00,D,50.0,28,2800,Mostly Cloudy,,,46.0,50.0,87.0,30.55,6.0,50.0,150.0,SSE,,12.0,,,,,,Low,50.0,0,,,,,BKN,,,,,,,,,
92,380,h,1.0587600000000001,0.500726,1.0587600000000001,0.500726,11,5,2,0,1.8676,w,2019-12-28 12:30:00,1,0,0,3,0.558034,Brighton,9.375,17.125,12,23,20,24,28,P Tierney,16,6,8,9,0,0,10,2,11,2,2,0,1.75,3.9,4.33,0.375,0.2,Sat,Brighton,observation,1577542800,EGKK,London/Gatwick,2019-12-28 12:30:00,D,48.0,28,2800,Mostly Cloudy,,,45.0,48.0,87.0,30.4,6.0,46.0,190.0,S,,6.0,,,,,,Low,46.0,0,,,,,BKN,,,,,,,,,
93,381,a,0.610997,3.25314,0.610997,2.4919700000000002,6,8,0,3,0.1056,l,2019-12-28 15:00:00,0,0,1,0,-1.880973,Aston Villa,16.0,8.76,15,18,20,25,36,S Hooper,20,6,16,6,3,1,11,2,9,3,1,0,1.95,3.8,3.6,0.3,0.18181818181818202,Sat,Aston Villa,observation,1577551800,EGBB,Birmingham,2019-12-28 15:00:00,D,48.0,28,2800,Mostly Cloudy,,,45.0,48.0,87.0,30.18,6.0,45.0,170.0,S,,7.0,,,,,,Low,45.0,0,,,,,BKN,,,,,,,,,
94,393,h,0.7852140000000001,1.49666,0.7852140000000001,1.49666,7,8,1,2,0.7611,l,2019-12-29 14:00:00,0,0,1,0,-0.711446,Arsenal,14.0434782608696,6.89473684210526,14,24,20,26,30,C Pawson,7,2,13,2,5,0,13,4,19,3,4,0,2.87,3.75,2.3,0.28571428571428603,0.307692307692308,Sun,Arsenal,observation,1577634600,EGLC,Newham,2019-12-29 14:00:00,D,50.0,34,3400,Fair,,,41.0,50.0,71.0,30.46,6.0,50.0,210.0,SSW,,9.0,,,,,,Low,50.0,0,,,,,CLR,,,,,,,,,
95,399,a,1.7482400000000002,2.3441799999999997,1.7482400000000002,2.3441799999999997,5,9,2,1,0.9398,w,2020-01-01 12:30:00,1,0,0,3,-0.5959399999999999,Aston Villa,26.5,7.94444444444444,12,21,21,27,37,M Oliver,20,1,12,8,1,0,11,6,10,4,1,0,1.75,3.8,4.33,0.05,0.545454545454545,Wed,Aston Villa,observation,1577888400,EGBB,Birmingham,2020-01-01 12:30:00,D,43.0,26,2600,Cloudy,,,39.0,43.0,87.0,30.0,4.0,40.0,210.0,SSW,,5.0,,,,,,Low,40.0,0,,,,,OVC,,,,,,,,,
96,400,h,1.56978,1.57497,1.56978,1.57497,10,7,1,1,1.3708,d,2020-01-01 12:30:00,0,1,0,1,-0.00519000000000003,Brighton,12.1481481481481,8.53125,12,24,21,25,29,S Attwell,16,5,8,5,2,0,16,5,15,3,3,0,3.6,3.6,1.95,0.3125,0.3125,Wed,Brighton,observation,1577888400,EGKK,London/Gatwick,2020-01-01 12:30:00,D,41.0,20,2002,Mist,,,41.0,41.0,100.0,30.16,2.0,41.0,90.0,E,,2.0,,,,,,Low,41.0,0,,,,,OVC,,,,,,,,,
97,401,h,2.3441799999999997,1.7482400000000002,2.3441799999999997,1.7482400000000002,9,5,1,2,1.8281,l,2020-01-01 12:30:00,0,0,1,0,0.5959399999999999,Burnley,7.94444444444444,26.5,12,24,21,24,34,M Oliver,20,1,12,8,1,0,11,6,10,4,1,0,1.75,3.8,4.33,0.05,0.545454545454545,Wed,Burnley,observation,1577888400,EGNM,Leeds,2020-01-01 12:30:00,D,41.0,34,3400,Fair,,,37.0,41.0,87.0,29.59,4.0,35.0,240.0,WSW,,10.0,,,,,,Low,35.0,0,,,,,FEW,,,,,,,,,
98,409,a,0.720709,2.32825,0.720709,1.56708,4,8,0,4,0.2748,l,2020-01-01 17:30:00,0,0,1,0,-0.8463709999999999,Bournemouth,15.933333333333302,22.5263157894737,17,20,21,20,32,G Scott,14,7,3,9,1,0,3,2,12,2,2,0,1.9,3.75,3.8,0.5,0.666666666666667,Wed,Bournemouth,observation,1577906400,EGHH,Bournemouth,2020-01-01 17:30:00,N,46.0,20,2002,Mist,,,46.0,46.0,100.0,30.32,1.0,44.0,110.0,ESE,,6.0,,,,,,Low,44.0,0,,,,,BKN,,,,,,,,,
99,415,h,1.90747,0.7155630000000001,1.90747,0.7155630000000001,8,5,2,0,2.3441,w,2020-01-01 20:00:00,1,0,0,3,1.191907,Arsenal,13.5652173913043,11.2413793103448,20,27,21,28,30,C Kavanagh,10,4,11,1,2,0,10,4,15,4,0,0,2.55,3.6,2.62,0.4,0.4,Wed,Arsenal,observation,1577915400,EGLC,Newham,2020-01-01 20:00:00,N,45.0,26,2600,Cloudy,,,41.0,45.0,87.0,30.34,4.0,45.0,,VAR,,3.0,,,,,,Low,45.0,0,,,,,OVC,,,,,,,,,
100,421,a,1.4392399999999999,0.317862,1.4392399999999999,0.317862,8,5,1,1,2.5653,d,2020-01-11 12:30:00,0,1,0,1,1.121378,Arsenal,5.6875,8.81818181818182,12,28,22,29,31,P Tierney,6,3,14,1,2,0,7,4,22,4,3,1,4.1,3.9,1.8,0.5,0.5714285714285711,Sat,Arsenal,observation,1578752400,EGLC,Newham,2020-01-11 12:30:00,D,50.0,26,2600,Cloudy,,,45.0,50.0,82.0,30.22,6.0,50.0,220.0,SW,,15.0,,,,,,Low,50.0,0,,,,,OVC,,,,,,,,,
101,423,a,1.53324,2.02533,1.53324,2.02533,6,10,0,1,1.0255,l,2020-01-11 15:00:00,0,0,1,0,-0.49208999999999997,Brighton,17.4375,8.68965517241379,15,24,22,25,30,D Coote,14,6,7,4,2,0,9,2,7,3,1,0,1.85,3.8,4.0,0.42857142857142894,0.222222222222222,Sat,Brighton,observation,1578761400,EGKK,London/Gatwick,2020-01-11 15:00:00,D,48.0,28,2800,Mostly Cloudy,,,46.0,48.0,93.0,30.02,6.0,43.0,210.0,SSW,26.0,14.0,,,,,,Low,43.0,0,,,,,BKN,,,,,,,,,
102,424,a,0.717407,2.87633,0.717407,2.11516,1,10,0,3,0.1711,l,2020-01-11 15:00:00,0,0,1,0,-1.397753,Burnley,28.818181818181802,9.58823529411765,15,24,22,24,37,K Friend,18,8,7,10,0,0,7,2,4,3,3,0,1.28,5.5,11.0,0.444444444444444,0.28571428571428603,Sat,Burnley,observation,1578761400,EGNM,Leeds,2020-01-11 15:00:00,D,52.0,11,1201,Light Rain,,,46.0,52.0,82.0,29.13,6.0,52.0,220.0,SW,28.0,16.0,,,,,,Low,52.0,0,,,,,BKN,,,,,,,,,
103,435,h,0.320447,2.29827,0.320447,2.29827,5,7,0,3,0.1713,l,2020-01-12 14:00:00,0,0,1,0,-1.9778229999999999,Bournemouth,13.066666666666698,11.44,14,20,22,20,35,M Dean,10,1,3,5,1,0,18,6,13,5,1,0,2.6,3.3,2.7,0.1,0.33333333333333304,Sun,Bournemouth,observation,1578844200,EGHH,Bournemouth,2020-01-12 14:00:00,D,50.0,30,3000,Partly Cloudy,,,43.0,50.0,76.0,30.08,6.0,50.0,290.0,WNW,,10.0,,,,,,Low,50.0,0,,,,,SCT,,,,,,,,,
104,437,h,1.12565,3.7513099999999997,0.364481,3.7513099999999997,1,20,1,6,0.1611,l,2020-01-12 16:30:00,0,0,1,0,-3.386829,Aston Villa,34.3125,7.63333333333333,16,21,22,28,43,J Moss,7,1,5,2,2,0,22,12,12,4,1,0,13.0,8.5,1.16,0.14285714285714302,0.545454545454545,Sun,Aston Villa,observation,1578853200,EGBB,Birmingham,2020-01-12 16:30:00,N,45.0,33,3300,Fair,,,37.0,45.0,76.0,29.71,6.0,41.0,240.0,WSW,,6.0,,,,,,Low,41.0,0,,,,,FEW,,,,,,,,,
105,441,h,1.22882,1.18444,1.22882,1.18444,6,1,1,1,1.3849,d,2020-01-18 15:00:00,0,1,0,1,0.0443800000000001,Arsenal,9.44444444444444,8.972222222222221,15,29,23,30,32,M Dean,11,4,9,4,1,0,12,4,13,5,2,0,1.83,3.6,4.33,0.36363636363636404,0.33333333333333304,Sat,Arsenal,observation,1579366200,EGLC,Newham,2020-01-18 15:00:00,D,46.0,34,3400,Fair,,,34.0,46.0,62.0,30.37,6.0,42.0,300.0,WNW,,8.0,,,,,,Low,42.0,0,,,,,CLR,,,,,,,,,
106,442,a,1.02045,1.3002799999999999,1.02045,1.3002799999999999,4,7,1,1,1.0922,d,2020-01-18 15:00:00,0,1,0,1,-0.27983,Aston Villa,10.7777777777778,7.241379310344829,15,22,23,29,44,A Madley,10,2,11,3,3,0,8,3,13,4,3,0,1.66,4.0,5.0,0.2,0.375,Sat,Aston Villa,observation,1579366200,EGBB,Birmingham,2020-01-18 15:00:00,D,45.0,34,3400,Fair,,,34.0,45.0,66.0,30.03,6.0,39.0,310.0,NW,,10.0,,,,,,Low,39.0,0,,,,,FEW,,,,,,,,,
107,443,a,0.558298,1.76046,0.558298,0.999292,4,6,0,1,0.4197,l,2020-01-18 15:00:00,0,0,1,0,-0.44099399999999994,Bournemouth,13.75,9.76470588235294,15,20,23,20,36,P Tierney,16,5,10,4,2,1,6,3,10,5,2,1,2.2,3.5,3.25,0.3125,0.5,Sat,Bournemouth,observation,1579366200,EGHH,Bournemouth,2020-01-18 15:00:00,D,43.0,34,3400,Fair,,,36.0,43.0,76.0,30.35,6.0,39.0,20.0,NNE,,6.0,,,,,,Low,39.0,0,,,,,CLR,,,,,,,,,
108,444,h,1.3002799999999999,1.02045,1.3002799999999999,1.02045,7,4,1,1,1.6034,d,2020-01-18 15:00:00,0,1,0,1,0.27983,Brighton,7.241379310344829,10.7777777777778,15,25,23,26,31,A Madley,10,2,11,3,3,0,8,3,13,4,3,0,1.66,4.0,5.0,0.2,0.375,Sat,Brighton,observation,1579366200,EGKK,London/Gatwick,2020-01-18 15:00:00,D,45.0,34,3400,Fair,,,34.0,45.0,66.0,30.16,6.0,40.0,310.0,NW,,8.0,,,,,,Low,40.0,0,,,,,FEW,,,,,,,,,
109,455,h,1.50886,2.33415,1.50886,1.55792,3,14,2,1,0.7242,w,2020-01-19 14:00:00,1,0,0,3,-0.0490599999999999,Burnley,9.72,9.82608695652174,14,27,23,26,38,A Taylor,8,5,14,4,1,0,18,8,8,5,0,0,4.33,3.75,1.83,0.625,0.444444444444444,Sun,Burnley,observation,1579449000,EGNM,Leeds,2020-01-19 14:00:00,D,43.0,34,3400,Fair,,,34.0,43.0,70.0,30.11,6.0,37.0,250.0,WSW,,10.0,,,,,,Low,37.0,0,,,,,CLR,,,,,,,,,
110,459,h,1.06739,1.8110099999999998,1.06739,1.8110099999999998,6,1,2,1,0.7277,w,2020-01-21 19:30:00,1,0,0,3,-0.74362,Aston Villa,6.17391304347826,9.27272727272727,19,25,24,31,45,M Atkinson,16,5,11,6,2,0,8,2,18,3,2,0,2.8,3.5,2.45,0.3125,0.25,Tue,Aston Villa,observation,1579641600,EGBB,Birmingham,2020-01-21 19:30:00,N,43.0,26,2600,Cloudy,,,41.0,43.0,93.0,30.32,3.0,39.0,310.0,NW,,6.0,,,,,,Low,39.0,0,,,,,OVC,,,,,,,,,
111,460,h,1.92315,1.97227,1.92315,1.97227,6,4,3,1,1.3207,w,2020-01-21 19:30:00,1,0,0,3,-0.0491200000000001,Bournemouth,11.129032258064498,6.428571428571429,19,23,24,23,37,K Friend,11,3,9,5,1,0,21,8,12,8,1,0,2.87,3.4,2.45,0.272727272727273,0.38095238095238104,Tue,Bournemouth,observation,1579641600,EGHH,Bournemouth,2020-01-21 19:30:00,N,34.0,20,2002,Mist,,,32.0,34.0,93.0,30.67,4.0,29.0,350.0,N,,6.0,,,,,,Low,29.0,0,,,,,CLR,,,,,,,,,
112,461,a,1.97227,1.92315,1.97227,1.92315,4,6,1,3,1.4041,l,2020-01-21 19:30:00,0,0,1,0,0.0491200000000001,Brighton,6.428571428571429,11.129032258064498,19,25,24,27,34,K Friend,11,3,9,5,1,0,21,8,12,8,1,0,2.87,3.4,2.45,0.272727272727273,0.38095238095238104,Tue,Brighton,observation,1579641600,EGKK,London/Gatwick,2020-01-21 19:30:00,N,34.0,33,3300,Fair,,,34.0,34.0,100.0,30.46,4.0,34.0,150.0,SSE,,1.0,,,,,,Low,34.0,0,,,,,CLR,,,,,,,,,
113,483,a,1.40955,2.7223599999999997,1.40955,2.7223599999999997,7,8,1,2,0.5551,l,2020-02-01 15:00:00,0,0,1,0,-1.31281,Aston Villa,7.642857142857139,10.0,15,25,25,32,47,A Taylor,16,6,10,1,1,1,18,5,15,8,3,0,2.1,3.6,3.3,0.375,0.277777777777778,Sat,Aston Villa,observation,1580575800,EGBB,Birmingham,2020-02-01 15:00:00,D,50.0,30,3000,Partly Cloudy,,,34.0,50.0,54.0,29.24,6.0,50.0,250.0,WSW,26.0,15.0,,,,,,Low,50.0,0,,,,,SCT,,,,,,,,,
114,484,h,2.7223599999999997,1.40955,2.7223599999999997,1.40955,8,7,2,1,2.2741,w,2020-02-01 15:00:00,1,0,0,3,1.31281,Bournemouth,10.0,7.642857142857139,15,26,25,25,38,A Taylor,16,6,10,1,1,1,18,5,15,8,3,0,2.1,3.6,3.3,0.375,0.277777777777778,Sat,Bournemouth,observation,1580575800,EGHH,Bournemouth,2020-02-01 15:00:00,D,54.0,34,3400,Fair,,,39.0,54.0,58.0,29.7,6.0,54.0,270.0,W,,18.0,,,,,,Low,54.0,0,,,,,FEW,,,,,,,,,
115,485,a,2.03179,1.30774,2.03179,1.30774,9,5,3,3,1.8862,d,2020-02-01 15:00:00,0,1,0,1,0.72405,Brighton,6.33333333333333,17.3333333333333,15,26,25,30,37,M Oliver,12,6,8,4,1,0,19,6,9,6,1,0,2.6,3.3,2.75,0.5,0.315789473684211,Sat,Brighton,observation,1580575800,EGKK,London/Gatwick,2020-02-01 15:00:00,D,52.0,34,3490,Fair / Windy,,,37.0,52.0,58.0,29.49,6.0,52.0,260.0,W,,26.0,,,,,,Low,52.0,0,,,,,FEW,,,,,,,,,
116,497,a,1.48025,2.24562,1.48025,2.24562,4,4,0,0,0.8312,d,2020-02-02 14:00:00,0,1,0,1,-0.76537,Arsenal,6.63636363636364,11.166666666666698,14,31,25,32,34,C Kavanagh,15,2,8,5,1,0,13,2,11,7,3,0,3.6,3.6,2.0,0.133333333333333,0.153846153846154,Sun,Arsenal,observation,1580658600,EGLC,Newham,2020-02-02 14:00:00,D,57.0,30,3000,Partly Cloudy,,,45.0,57.0,63.0,29.72,6.0,57.0,260.0,W,,18.0,,,,,,Low,57.0,0,,,,,SCT,,,,,,,,,
117,498,h,2.24562,1.48025,2.24562,1.48025,4,4,0,0,1.9502,d,2020-02-02 14:00:00,0,1,0,1,0.76537,Burnley,11.166666666666698,6.63636363636364,14,31,25,28,38,C Kavanagh,15,2,8,5,1,0,13,2,11,7,3,0,3.6,3.6,2.0,0.133333333333333,0.153846153846154,Sun,Burnley,observation,1580658600,EGNM,Leeds,2020-02-02 14:00:00,D,48.0,30,3090,Partly Cloudy / Windy,,,43.0,48.0,82.0,28.84,6.0,41.0,240.0,WSW,,23.0,,,,,,Low,41.0,0,,,,,SCT,,,,,,,,,
118,503,h,0.7620100000000001,0.280048,0.7620100000000001,0.280048,7,3,1,1,1.8077,d,2020-02-08 17:30:00,0,1,0,1,0.481962,Brighton,7.15,15.3636363636364,17,27,26,31,38,K Friend,10,2,9,3,2,0,5,2,12,2,2,0,2.1,3.4,3.6,0.2,0.4,Sat,Brighton,observation,1581189600,EGKK,London/Gatwick,2020-02-08 17:30:00,N,46.0,27,2700,Mostly Cloudy,,,41.0,46.0,81.0,29.81,6.0,42.0,200.0,SSW,,9.0,,,,,,Low,42.0,0,,,,,BKN,,,,,,,,,
119,505,a,1.0718299999999998,2.04467,1.0718299999999998,2.04467,8,10,1,2,0.6331,l,2020-02-09 14:00:00,0,0,1,0,-0.9728399999999999,Bournemouth,10.15,9.368421052631579,14,26,26,26,40,J Moss,16,6,10,8,2,0,10,2,8,4,2,0,1.66,3.6,5.75,0.375,0.2,Sun,Bournemouth,observation,1581263400,EGHH,Bournemouth,2020-02-09 14:00:00,D,54.0,11,1291,Light Rain / Windy,,,52.0,54.0,94.0,29.23,1.0,54.0,230.0,SW,51.0,31.0,,,,,,Low,54.0,0,,,,,OVC,,,,,,,,,
120,509,a,0.892699,0.694025,0.892699,0.694025,2,6,2,1,1.5452,w,2020-02-15 12:30:00,1,0,0,3,0.198674,Burnley,9.92,7.44444444444444,12,34,26,30,39,S Hooper,10,2,8,4,2,0,9,6,11,3,2,0,1.75,3.8,4.75,0.2,0.666666666666667,Sat,Burnley,observation,1581776400,EGNM,Leeds,2020-02-15 12:30:00,D,50.0,11,1291,Light Rain / Windy,,,48.0,50.0,94.0,28.61,6.0,50.0,190.0,S,36.0,22.0,,,,,,Low,50.0,1,,,,,BKN,,,,,,,,,
121,513,h,1.7131299999999998,3.86024,1.7131299999999998,2.95505,8,9,2,3,0.3377,l,2020-02-16 14:00:00,0,0,1,0,-1.2419200000000001,Aston Villa,9.47619047619048,8.72413793103448,14,25,26,34,50,M Atkinson,18,4,12,12,2,0,23,10,10,7,0,0,4.0,3.8,1.85,0.222222222222222,0.43478260869565205,Sun,Aston Villa,observation,1581868200,EGBB,Birmingham,2020-02-16 14:00:00,D,45.0,30,3000,Partly Cloudy,,,39.0,45.0,81.0,28.89,6.0,37.0,230.0,SW,31.0,17.0,,,,,,Low,37.0,1,,,,,SCT,,,,,,,,,
122,515,h,3.02257,1.16662,3.02257,1.16662,16,4,4,0,2.5614,w,2020-02-16 16:30:00,1,0,0,3,1.85595,Arsenal,5.6551724137931005,19.5555555555556,16,34,26,36,34,L Mason,15,7,15,5,2,0,10,2,9,6,0,0,1.4,4.75,8.0,0.46666666666666706,0.2,Sun,Arsenal,observation,1581877200,EGLC,Newham,2020-02-16 16:30:00,D,46.0,34,3400,Fair,,,41.0,46.0,81.0,29.39,6.0,40.0,230.0,SW,,15.0,,,,,,Low,40.0,0,,,,,FEW,,,,,,,,,
123,523,a,0.47235,3.02926,0.47235,3.02926,4,7,0,2,0.1382,l,2020-02-22 15:00:00,0,0,1,0,-2.55691,Aston Villa,5.92,7.48387096774194,15,25,27,34,52,C Pawson,28,9,13,9,1,0,4,1,17,6,4,0,1.61,4.33,5.0,0.32142857142857106,0.25,Sat,Aston Villa,observation,1582390200,EGBB,Birmingham,2020-02-22 15:00:00,D,52.0,28,2800,Mostly Cloudy,,,37.0,52.0,58.0,29.65,6.0,52.0,260.0,W,,15.0,,,,,,Low,52.0,0,,,,,BKN,,,,,,,,,
124,524,a,1.75718,3.09935,1.75718,2.33818,5,5,0,3,0.5741,l,2020-02-22 15:00:00,0,0,1,0,-0.581,Bournemouth,11.3636363636364,10.952380952381,15,26,27,26,43,M Dean,16,10,9,7,4,0,12,4,9,3,3,0,2.1,3.3,3.7,0.625,0.33333333333333304,Sat,Bournemouth,observation,1582390200,EGHH,Bournemouth,2020-02-22 15:00:00,D,55.0,28,2800,Mostly Cloudy,,,45.0,55.0,67.0,30.11,6.0,55.0,260.0,W,,18.0,,,,,,Low,55.0,0,,,,,BKN,,,,,,,,,
125,525,a,1.06035,1.6597,1.06035,1.6597,2,7,1,1,0.8819,d,2020-02-22 15:00:00,0,1,0,1,-0.59935,Brighton,15.666666666666698,7.33333333333333,15,28,27,32,39,G Scott,14,3,3,12,0,0,8,2,6,2,2,0,1.95,3.4,4.2,0.214285714285714,0.25,Sat,Brighton,observation,1582390200,EGKK,London/Gatwick,2020-02-22 15:00:00,D,55.0,28,2800,Mostly Cloudy,,,45.0,55.0,67.0,29.87,6.0,55.0,240.0,WSW,,14.0,,,,,,Low,55.0,0,,,,,BKN,,,,,,,,,
126,526,h,3.09935,1.75718,2.33818,1.75718,5,5,3,0,2.2547,w,2020-02-22 15:00:00,1,0,0,3,0.581,Burnley,10.952380952381,11.3636363636364,15,37,27,33,39,M Dean,16,10,9,7,4,0,12,4,9,3,3,0,2.1,3.3,3.7,0.625,0.33333333333333304,Sat,Burnley,observation,1582390200,EGNM,Leeds,2020-02-22 15:00:00,D,45.0,30,3090,Partly Cloudy / Windy,,,34.0,45.0,66.0,29.1,6.0,34.0,240.0,WSW,48.0,35.0,,,,,,Low,34.0,0,,,,,SCT,,,,,,,,,
127,537,h,1.3356700000000001,2.65691,1.3356700000000001,2.65691,5,1,3,2,0.4634,w,2020-02-23 16:30:00,1,0,0,3,-1.32124,Arsenal,13.6,10.7777777777778,16,37,27,39,36,S Attwell,9,4,12,6,0,0,17,5,12,3,4,0,2.0,3.6,3.7,0.444444444444444,0.294117647058824,Sun,Arsenal,observation,1582482000,EGLC,Newham,2020-02-23 16:30:00,D,52.0,30,3000,Partly Cloudy,,,37.0,52.0,58.0,30.1,6.0,52.0,300.0,WNW,,12.0,,,,,,Low,52.0,0,,,,,SCT,,,,,,,,,
128,543,h,1.78712,2.17159,1.78712,2.17159,8,5,0,1,1.115,l,2020-02-29 12:30:00,0,0,1,0,-0.38447,Brighton,6.17391304347826,17.0555555555556,12,28,28,32,40,M Atkinson,24,8,8,8,1,0,12,3,9,7,1,0,2.05,3.25,3.9,0.33333333333333304,0.25,Sat,Brighton,observation,1582986000,EGKK,London/Gatwick,2020-02-29 12:30:00,D,46.0,30,3090,Partly Cloudy / Windy,,,34.0,46.0,62.0,28.9,6.0,39.0,250.0,WSW,33.0,21.0,,,,,,Low,39.0,1,,,,,SCT,,,,,,,,,
129,545,h,1.58495,1.9827099999999998,1.58495,1.9827099999999998,4,14,2,2,1.0561,d,2020-02-29 15:00:00,0,1,0,1,-0.39776,Bournemouth,17.2307692307692,5.46153846153846,15,27,28,28,45,A Marriner,9,5,8,4,2,0,23,6,5,14,2,0,4.75,3.8,1.72,0.555555555555556,0.260869565217391,Sat,Bournemouth,observation,1582995000,EGHH,Bournemouth,2020-02-29 15:00:00,D,43.0,26,2685,Showers in the Vicinity,,,36.0,43.0,76.0,29.11,6.0,33.0,240.0,WSW,41.0,26.0,,,,,,Low,33.0,1,,,,,SCT,,,,,,,,,
130,546,a,0.6176119999999999,1.11713,0.6176119999999999,1.11713,1,5,0,0,0.9067,d,2020-02-29 15:00:00,0,1,0,1,-0.499518,Burnley,8.85714285714286,6.63636363636364,15,38,28,33,39,A Madley,21,4,11,11,4,0,8,1,9,7,3,0,2.62,3.1,2.9,0.19047619047619,0.125,Sat,Burnley,observation,1582995000,EGNM,Leeds,2020-02-29 15:00:00,D,39.0,7,720,Wintry Mix,,,30.0,39.0,70.0,28.12,6.0,30.0,200.0,SSW,31.0,20.0,,,,,,Low,30.0,1,,,,,SCT,,,,,,,,,
131,557,a,1.29544,1.8945299999999998,1.29544,1.8945299999999998,3,9,1,2,0.8778,l,2020-03-07 12:30:00,0,0,1,0,-0.59909,Bournemouth,20.2941176470588,4.75,12,27,29,29,47,P Tierney,14,6,10,9,0,0,6,4,12,4,1,0,1.22,6.5,13.0,0.42857142857142894,0.666666666666667,Sat,Bournemouth,observation,1583590800,EGHH,Bournemouth,2020-03-07 12:30:00,D,54.0,28,2800,Mostly Cloudy,,,48.0,54.0,82.0,29.99,4.0,54.0,240.0,WSW,,15.0,,,,,,Low,54.0,1,,,,,BKN,,,,,,,,,
